id,fecha,ejercicio,sets,reps,peso,nota
457,2026-02-25,Press militar,2,10,41.0,Pesado
458,2026-06-07,Sentadilla búlgara,2,9,76.5,RPE 8
459,2025-08-29,Sentadilla,3,2,97.5,Fallo cerca
460,2025-09-15,Press de banca,4,14,54.0,Fácil
461,2026-05-14,Press de banca,3,10,80.0,RPE 8
462,2025-12-31,Press de banca,3,5,140.0,Fácil
463,2026-04-04,Press militar,2,4,21.5,Fácil
464,2025-12-28,Peso muerto,3,9,43.0,Pesado
465,2026-05-19,Sentadilla búlgara,1,1,86.5,Normal
466,2025-12-16,Dominadas lastradas,5,6,76.0,Fácil
467,2026-05-02,Hip thrust,1,4,114.5,Buen estímulo
468,2025-10-09,Peso muerto,5,8,105.0,Buen estímulo
469,2025-12-24,Fondos lastrados,3,14,89.5,Fácil
470,2025-11-04,Sentadilla,3,11,10.0,Fallo cerca
471,2025-08-27,Elevaciones laterales,2,4,89.5,RPE 9
472,2025-08-30,Fondos lastrados,3,4,143.5,RPE 9
473,2026-04-03,Curl de bíceps,3,8,91.0,Normal
474,2026-03-19,Press de banca,5,3,92.5,Normal
475,2025-08-08,Press militar,1,6,83.5,Fallo cerca
476,2025-10-06,Hip thrust,5,10,97.0,Fácil
477,2026-05-01,Sentadilla búlgara,4,1,37.0,Normal
478,2026-03-13,Fondos lastrados,5,14,94.0,Fallo cerca
479,2025-07-28,Remo con barra,5,3,45.5,Buena técnica
480,2026-04-15,Remo con barra,2,7,73.5,Fallo cerca
481,2026-03-17,Press de banca,4,4,27.0,RPE 9
482,2025-09-07,Press militar,3,11,102.0,Fácil
483,2025-07-24,Curl de bíceps,1,11,35.5,Buena técnica
484,2026-05-19,Sentadilla búlgara,4,3,15.0,Buen estímulo
485,2026-03-17,Sentadilla búlgara,1,1,140.5,RPE 8
486,2025-11-15,Curl de bíceps,1,1,77.5,Buen estímulo
487,2025-09-15,Fondos lastrados,3,9,103.5,Fácil
488,2025-11-23,Press francés,1,7,48.5,RPE 8
489,2026-03-11,Press de banca,3,10,120.0,Fallo cerca
490,2025-10-25,Elevaciones laterales,5,9,57.0,Pesado
491,2026-01-04,Press militar,5,1,52.0,Pesado
492,2025-08-16,Dominadas lastradas,5,15,120.0,Buen estímulo
493,2026-01-07,Elevaciones laterales,5,6,54.0,Buena técnica
494,2026-02-03,Elevaciones laterales,2,4,62.5,Fallo cerca
495,2025-07-20,Dominadas lastradas,1,3,65.5,RPE 9
496,2025-10-17,Dominadas lastradas,5,4,128.0,RPE 9
497,2025-08-31,Hip thrust,1,1,40.5,Fácil
498,2026-04-09,Press militar,1,9,28.0,RPE 9
499,2026-02-02,Sentadilla búlgara,3,15,54.0,RPE 9
500,2025-08-25,Fondos lastrados,5,14,66.5,Fácil
501,2025-12-30,Curl de bíceps,5,3,61.0,Fácil
502,2025-11-14,Press militar,5,4,81.5,Fácil
503,2026-06-04,Dominadas lastradas,5,3,87.5,Normal
504,2026-05-13,Press de banca,4,15,75.0,Fallo cerca
505,2026-02-27,Sentadilla búlgara,1,5,92.5,Buena técnica
506,2025-12-19,Fondos lastrados,3,11,15.5,Buena técnica
507,2026-04-27,Dominadas lastradas,5,14,34.5,Pesado
508,2025-08-07,Fondos lastrados,4,7,110.0,Pesado
509,2025-11-17,Press francés,2,6,67.5,Normal
510,2025-09-28,Dominadas lastradas,2,8,34.5,Fallo cerca
511,2026-01-19,Sentadilla búlgara,4,14,35.5,Buen estímulo
512,2026-05-15,Fondos lastrados,2,5,69.0,RPE 9
513,2025-12-09,Elevaciones laterales,2,5,85.0,Fallo cerca
514,2026-02-01,Press de banca,4,7,104.0,Normal
515,2025-07-31,Press de banca,3,14,130.0,RPE 8
516,2026-06-07,Remo con barra,4,6,91.0,Buena técnica
517,2025-11-22,Elevaciones laterales,2,11,51.0,Buen estímulo
518,2025-11-04,Dominadas lastradas,4,5,120.5,RPE 8
519,2025-11-02,Press militar,3,6,82.5,Fácil
520,2025-09-28,Press militar,3,11,90.5,Buen estímulo
521,2025-09-13,Remo con barra,4,3,107.5,Pesado
522,2026-04-14,Sentadilla,5,7,78.0,Buen estímulo
523,2025-11-21,Hip thrust,2,3,43.0,Buena técnica
524,2026-05-18,Hip thrust,5,12,115.0,RPE 9
525,2026-07-02,Press de banca,3,3,50.0,Fácil
526,2025-11-04,Peso muerto,3,6,64.0,Normal
527,2026-02-10,Peso muerto,3,12,47.5,Fallo cerca
528,2025-07-31,Peso muerto,1,3,139.5,Buena técnica
529,2026-02-22,Fondos lastrados,1,5,36.0,Buen estímulo
530,2026-05-26,Press militar,4,6,109.5,Buen estímulo
531,2026-03-07,Sentadilla,3,6,90.0,Fallo cerca
532,2026-04-06,Sentadilla búlgara,5,9,60.0,Buen estímulo
533,2026-02-08,Dominadas lastradas,5,11,26.5,Buen estímulo
534,2025-09-07,Hip thrust,2,15,124.5,Pesado
535,2025-12-11,Fondos lastrados,5,11,111.0,Pesado
536,2026-05-22,Hip thrust,5,6,53.0,Buena técnica
537,2025-07-20,Remo con barra,2,8,89.5,RPE 9
538,2026-06-17,Press francés,5,14,117.0,Pesado
539,2026-05-18,Sentadilla,4,12,42.5,Buen estímulo
540,2026-05-07,Remo con barra,2,11,120.5,Fácil
541,2026-02-04,Curl de bíceps,5,13,146.0,Fácil
542,2026-04-26,Sentadilla búlgara,2,5,15.5,Pesado
543,2025-12-15,Press francés,2,9,120.5,RPE 9
544,2025-08-19,Press militar,5,1,85.5,Fácil
545,2026-01-19,Curl de bíceps,2,2,79.5,RPE 8
546,2026-06-26,Press de banca,4,5,112.0,Fácil
547,2025-10-25,Sentadilla búlgara,5,11,36.5,Buena técnica
548,2025-09-25,Press francés,5,12,134.5,RPE 9
549,2026-04-05,Curl de bíceps,2,3,110.0,RPE 9
550,2025-12-10,Press francés,2,4,102.0,Fácil
551,2026-06-16,Curl de bíceps,3,15,100.5,Normal
552,2025-11-15,Press francés,3,5,73.0,RPE 9
553,2025-12-25,Peso muerto,5,3,123.0,RPE 9
554,2026-06-23,Sentadilla búlgara,3,4,73.0,RPE 8
555,2025-11-10,Hip thrust,2,1,108.0,Normal
556,2025-08-15,Fondos lastrados,5,3,62.5,Buen estímulo
557,2025-12-06,Elevaciones laterales,3,6,130.5,RPE 8
558,2025-11-24,Press francés,2,10,96.0,Pesado
559,2025-10-13,Peso muerto,1,10,32.0,Fallo cerca
560,2026-05-04,Press de banca,3,1,101.5,Normal
561,2026-01-08,Elevaciones laterales,4,4,18.5,Pesado
562,2025-09-07,Remo con barra,3,7,14.0,Normal
563,2025-09-10,Peso muerto,2,4,42.5,Fácil
564,2026-02-11,Curl de bíceps,3,12,119.5,RPE 8
565,2025-10-01,Elevaciones laterales,1,8,41.0,RPE 9
566,2025-11-26,Elevaciones laterales,2,1,127.0,Fallo cerca
567,2026-04-17,Sentadilla,3,9,22.5,Normal
568,2025-11-10,Dominadas lastradas,4,7,40.5,Buen estímulo
569,2026-06-01,Elevaciones laterales,5,11,128.5,RPE 8
570,2026-02-09,Press francés,4,6,41.5,RPE 8
571,2025-08-23,Press francés,3,1,25.0,Normal
572,2026-04-23,Curl de bíceps,5,13,105.5,RPE 9
573,2026-01-18,Sentadilla,4,8,22.0,RPE 9
574,2026-04-14,Sentadilla,3,9,12.0,RPE 8
575,2026-07-06,Press de banca,3,13,46.0,Normal
576,2025-10-07,Hip thrust,2,5,59.0,Normal
577,2026-04-28,Elevaciones laterales,4,11,87.0,Fallo cerca
578,2026-02-17,Press militar,2,4,115.0,Normal
579,2025-11-19,Peso muerto,2,5,63.0,Fácil
580,2026-04-02,Fondos lastrados,4,8,89.0,Normal
581,2026-03-30,Remo con barra,5,4,106.5,Buen estímulo
582,2025-10-27,Sentadilla búlgara,2,13,64.5,RPE 8
583,2025-09-26,Press militar,4,3,68.0,RPE 8
584,2026-06-09,Remo con barra,2,4,142.5,RPE 9
585,2026-07-16,Hip thrust,3,9,98.0,Pesado
586,2026-05-08,Dominadas lastradas,4,6,83.0,Fácil
587,2026-02-22,Press de banca,2,9,74.5,Buen estímulo
588,2026-04-29,Sentadilla,3,2,71.5,RPE 9
589,2025-08-22,Remo con barra,4,5,84.0,RPE 9
590,2026-01-22,Curl de bíceps,1,5,20.5,Normal
591,2025-12-31,Elevaciones laterales,5,1,98.5,Normal
592,2025-12-31,Sentadilla búlgara,5,5,95.5,Fallo cerca
593,2026-01-26,Curl de bíceps,3,11,43.0,Buena técnica
594,2025-09-01,Press militar,3,13,67.5,RPE 9
595,2025-12-02,Sentadilla búlgara,1,8,124.0,Fácil
596,2026-06-15,Hip thrust,4,5,53.0,Normal
597,2026-01-26,Peso muerto,1,14,75.0,Fallo cerca
598,2025-12-22,Press de banca,5,3,18.0,Fácil
599,2025-08-11,Curl de bíceps,5,6,77.5,Buena técnica
600,2025-11-08,Peso muerto,3,10,132.5,Buena técnica
601,2026-04-20,Remo con barra,5,3,143.0,RPE 9
602,2025-08-30,Sentadilla búlgara,4,10,51.5,Buen estímulo
603,2025-08-27,Curl de bíceps,3,1,135.5,RPE 8
604,2026-05-20,Fondos lastrados,2,15,65.5,RPE 9
605,2026-03-01,Press de banca,4,11,109.5,Normal
606,2026-06-09,Press francés,1,4,60.0,Fácil
607,2025-11-27,Hip thrust,1,13,100.0,Buen estímulo
608,2025-11-03,Sentadilla búlgara,1,1,99.0,Fallo cerca
609,2026-03-12,Hip thrust,3,15,42.0,Pesado
610,2025-10-18,Hip thrust,3,1,54.5,Fallo cerca
611,2026-04-24,Peso muerto,1,5,97.5,RPE 9
612,2026-05-01,Peso muerto,4,8,76.5,Fallo cerca
613,2025-08-15,Sentadilla búlgara,5,13,111.5,RPE 8
614,2026-06-15,Curl de bíceps,2,12,38.0,Buena técnica
615,2026-01-26,Curl de bíceps,4,7,150.0,RPE 9
616,2026-02-05,Remo con barra,3,12,53.0,Buena técnica
617,2026-04-24,Sentadilla,3,5,69.0,Fácil
618,2025-11-22,Elevaciones laterales,4,5,19.0,Buena técnica
619,2025-08-17,Hip thrust,2,13,94.0,RPE 9
620,2026-05-01,Sentadilla búlgara,3,15,72.5,Normal
621,2025-11-08,Curl de bíceps,3,2,93.0,Buen estímulo
622,2026-03-02,Sentadilla búlgara,2,15,121.5,Buen estímulo
623,2026-02-27,Peso muerto,5,6,134.0,Buena técnica
624,2025-08-19,Elevaciones laterales,1,10,124.5,Buena técnica
625,2026-02-25,Fondos lastrados,5,10,61.0,Normal
626,2026-02-06,Sentadilla,4,13,50.0,Pesado
627,2026-04-05,Hip thrust,4,15,31.5,Fácil
628,2026-04-26,Curl de bíceps,3,15,53.0,Fallo cerca
629,2025-09-26,Press de banca,2,10,57.0,Fallo cerca
630,2025-11-03,Press militar,4,9,99.0,RPE 8
631,2026-04-05,Press francés,1,11,68.0,Fácil
632,2025-08-04,Fondos lastrados,5,1,142.0,Normal
633,2026-04-16,Press de banca,5,5,54.0,Buena técnica
634,2025-09-05,Peso muerto,1,5,104.0,Normal
635,2025-08-31,Peso muerto,3,3,66.0,RPE 9
636,2025-08-09,Sentadilla,2,12,105.0,Fácil
637,2025-11-10,Sentadilla,5,8,140.5,Buena técnica
638,2026-05-31,Fondos lastrados,3,13,78.5,Buen estímulo
639,2025-12-31,Sentadilla búlgara,2,7,146.0,Fallo cerca
640,2026-07-12,Remo con barra,1,11,100.0,Fácil
641,2026-03-05,Press francés,4,1,148.5,Normal
642,2026-04-13,Press militar,4,5,15.5,Pesado
643,2025-12-31,Press francés,1,11,64.5,Normal
644,2025-07-30,Elevaciones laterales,5,13,106.0,Buen estímulo
645,2026-02-02,Sentadilla búlgara,3,10,50.0,Pesado
646,2025-07-21,Press militar,5,8,66.0,Buen estímulo
647,2025-12-12,Hip thrust,3,13,45.5,Normal
648,2025-11-26,Press militar,3,7,146.5,Pesado
649,2026-04-22,Curl de bíceps,2,3,70.0,Fallo cerca
650,2026-02-24,Elevaciones laterales,3,11,38.5,RPE 8
651,2025-07-20,Peso muerto,1,12,55.5,RPE 9
652,2026-07-01,Peso muerto,1,15,104.0,RPE 9
653,2025-12-10,Sentadilla búlgara,3,8,27.5,Buen estímulo
654,2026-04-20,Sentadilla búlgara,3,1,135.5,Fallo cerca
655,2026-06-08,Sentadilla búlgara,3,5,105.5,Normal
656,2025-10-11,Sentadilla,4,6,82.5,Buena técnica
657,2026-03-18,Sentadilla,2,10,132.5,Fácil
658,2025-08-27,Fondos lastrados,3,10,31.0,Pesado
659,2026-06-09,Curl de bíceps,2,9,12.5,RPE 8
660,2025-09-29,Hip thrust,5,11,19.0,Buen estímulo
661,2025-12-29,Hip thrust,3,1,115.0,Fácil
662,2026-03-20,Hip thrust,1,14,86.0,Fallo cerca
663,2025-11-22,Sentadilla búlgara,3,2,104.0,RPE 8
664,2026-06-02,Press francés,2,14,39.0,Fácil
665,2025-10-25,Elevaciones laterales,2,3,78.0,Buena técnica
666,2025-07-26,Fondos lastrados,4,13,65.5,Buena técnica
667,2025-10-27,Elevaciones laterales,4,2,40.5,Normal
668,2025-08-01,Elevaciones laterales,3,8,119.5,Buena técnica
669,2026-07-15,Press de banca,3,10,82.5,Fácil
670,2026-06-03,Fondos lastrados,3,5,104.0,Fácil
671,2025-10-02,Sentadilla búlgara,3,11,121.0,Fallo cerca
672,2025-08-20,Dominadas lastradas,2,8,43.5,Normal
673,2026-04-24,Hip thrust,2,5,38.0,Buen estímulo
674,2026-06-25,Dominadas lastradas,5,4,85.0,RPE 9
675,2026-01-30,Sentadilla,2,13,37.0,Pesado
676,2026-02-21,Sentadilla búlgara,2,1,89.5,Pesado
677,2026-02-21,Dominadas lastradas,5,11,37.0,Buena técnica
678,2026-03-30,Curl de bíceps,1,4,68.5,RPE 9
679,2026-06-09,Hip thrust,4,14,122.5,RPE 9
680,2026-03-05,Peso muerto,2,15,145.5,Pesado
681,2026-01-08,Dominadas lastradas,4,11,91.0,Normal
682,2025-11-30,Press militar,2,9,123.0,RPE 8
683,2026-01-28,Sentadilla búlgara,2,7,127.0,RPE 8
684,2026-07-04,Sentadilla,2,12,23.0,Fallo cerca
685,2025-12-05,Fondos lastrados,5,13,31.5,Normal
686,2025-11-24,Curl de bíceps,3,14,35.5,Fácil
687,2025-10-19,Sentadilla,4,1,126.5,Buen estímulo
688,2026-01-17,Sentadilla,4,4,55.0,Pesado
689,2025-09-22,Elevaciones laterales,2,10,112.0,Pesado
690,2025-12-26,Curl de bíceps,1,15,69.5,RPE 8
691,2025-08-16,Press de banca,4,4,129.0,RPE 8
692,2025-12-21,Press militar,4,11,75.5,Buena técnica
693,2026-01-03,Sentadilla,2,7,79.5,Fallo cerca
694,2025-10-05,Press francés,2,7,148.5,Buena técnica
695,2026-05-09,Sentadilla,5,7,147.5,Buena técnica
696,2025-09-03,Dominadas lastradas,5,11,68.0,RPE 9
697,2025-12-23,Sentadilla búlgara,4,14,96.5,Fallo cerca
698,2025-08-06,Remo con barra,4,11,51.5,RPE 9
699,2026-02-20,Remo con barra,4,6,132.5,Buena técnica
700,2025-11-26,Sentadilla búlgara,5,9,56.0,Fácil
701,2026-06-20,Hip thrust,2,9,24.5,RPE 9
702,2026-05-15,Peso muerto,1,9,124.5,Buena técnica
703,2026-05-14,Press francés,5,12,28.5,Normal
704,2025-10-11,Fondos lastrados,4,1,133.0,Fallo cerca
705,2026-02-16,Hip thrust,5,13,35.0,Normal
706,2026-05-15,Curl de bíceps,5,8,137.0,RPE 8
707,2025-08-19,Press de banca,1,5,28.5,Buen estímulo
708,2025-12-11,Elevaciones laterales,1,13,79.5,RPE 9
709,2025-08-09,Curl de bíceps,4,12,18.0,RPE 9
710,2025-12-04,Press francés,2,9,115.0,RPE 8
711,2025-12-12,Fondos lastrados,1,10,100.0,Normal
712,2026-06-19,Dominadas lastradas,2,7,107.5,Normal
713,2025-10-05,Fondos lastrados,2,9,96.5,Normal
714,2025-09-19,Elevaciones laterales,3,10,125.0,Fácil
715,2026-01-30,Press militar,3,12,103.5,Fallo cerca
716,2025-09-19,Sentadilla,5,5,111.0,RPE 8
717,2026-02-26,Dominadas lastradas,1,6,36.5,RPE 9
718,2026-03-02,Remo con barra,2,3,104.5,Fácil
719,2025-10-11,Fondos lastrados,1,10,49.5,Pesado
720,2026-05-12,Elevaciones laterales,4,9,92.0,Pesado
721,2025-08-15,Curl de bíceps,2,10,30.5,RPE 9
722,2025-11-25,Press francés,2,10,20.5,Normal
723,2026-04-03,Press francés,4,12,112.5,Buen estímulo
724,2025-12-24,Dominadas lastradas,1,12,18.0,Buena técnica
725,2025-12-16,Sentadilla,3,1,127.0,Fallo cerca
726,2025-08-20,Fondos lastrados,4,4,59.0,RPE 9
727,2026-03-18,Press francés,1,5,116.5,Fallo cerca
728,2026-05-24,Press militar,2,15,135.0,Fallo cerca
729,2026-03-21,Dominadas lastradas,3,14,84.5,Fácil
730,2025-11-08,Dominadas lastradas,3,12,54.5,Normal
731,2025-07-22,Curl de bíceps,3,11,35.5,Buen estímulo
732,2026-01-22,Peso muerto,2,14,21.0,Fácil
733,2026-01-21,Hip thrust,2,6,102.5,RPE 8
734,2025-08-06,Press militar,3,5,47.0,Buen estímulo
735,2026-06-14,Remo con barra,1,14,142.5,Buena técnica
736,2025-09-21,Press de banca,1,11,132.0,RPE 8
737,2025-09-30,Press de banca,5,13,105.5,Normal
738,2026-01-09,Sentadilla búlgara,3,9,25.0,Fácil
739,2026-02-13,Dominadas lastradas,5,14,57.0,Normal
740,2026-07-13,Hip thrust,1,10,57.0,Normal
741,2025-12-20,Press militar,4,7,56.0,Normal
742,2025-07-19,Press francés,4,7,82.0,Fallo cerca
743,2025-09-29,Curl de bíceps,1,7,45.5,Fácil
744,2026-05-02,Curl de bíceps,5,9,54.0,Normal
745,2026-01-17,Press de banca,3,15,21.0,Normal
746,2025-08-19,Sentadilla,4,4,121.5,Buena técnica
747,2025-12-07,Remo con barra,5,6,98.5,Buena técnica
748,2026-05-02,Peso muerto,1,12,149.5,Pesado
749,2025-10-24,Hip thrust,2,13,82.0,RPE 8
750,2026-06-04,Press de banca,3,5,84.5,Pesado
751,2026-05-20,Sentadilla búlgara,3,8,21.0,Fácil
752,2026-04-24,Curl de bíceps,5,1,90.0,Fallo cerca
753,2025-08-12,Peso muerto,3,14,41.0,RPE 8
754,2026-02-02,Press de banca,2,15,30.5,RPE 9
755,2025-11-13,Curl de bíceps,3,8,55.0,Normal
756,2026-04-24,Hip thrust,3,5,84.5,Buena técnica
757,2026-04-23,Dominadas lastradas,5,12,87.5,RPE 9
758,2025-07-28,Remo con barra,5,14,74.0,Normal
759,2026-04-09,Peso muerto,4,3,149.0,Buen estímulo
760,2025-08-14,Peso muerto,4,8,112.0,Fallo cerca
761,2025-09-06,Elevaciones laterales,4,2,55.5,Buen estímulo
762,2026-02-15,Elevaciones laterales,5,1,18.0,Buen estímulo
763,2025-09-21,Curl de bíceps,3,13,25.5,Pesado
764,2025-08-21,Elevaciones laterales,3,8,119.5,Buena técnica
765,2026-04-22,Remo con barra,1,5,91.5,RPE 9
766,2025-07-19,Peso muerto,1,14,98.5,Buen estímulo
767,2025-08-11,Remo con barra,2,9,51.0,RPE 8
768,2026-01-13,Press francés,1,13,108.0,RPE 8
769,2025-08-10,Sentadilla búlgara,2,7,58.0,RPE 9
770,2025-08-11,Press francés,1,14,115.0,Normal
771,2025-09-05,Remo con barra,2,14,140.5,Buena técnica
772,2025-11-25,Sentadilla búlgara,5,10,111.5,RPE 8
773,2025-09-20,Peso muerto,2,8,89.5,Pesado
774,2025-07-31,Curl de bíceps,2,1,39.0,Fallo cerca
775,2025-09-04,Press francés,3,7,73.0,Normal
776,2026-04-19,Press francés,5,11,42.0,Fallo cerca
777,2025-09-14,Elevaciones laterales,4,6,12.0,RPE 8
778,2025-10-23,Peso muerto,5,14,108.0,Pesado
779,2025-11-17,Dominadas lastradas,4,15,60.5,Pesado
780,2026-05-15,Peso muerto,2,7,132.0,Normal
781,2026-04-04,Dominadas lastradas,1,4,107.0,Pesado
782,2025-07-27,Curl de bíceps,1,14,83.0,RPE 8
783,2025-09-27,Sentadilla búlgara,1,15,49.0,Pesado
784,2026-04-11,Fondos lastrados,3,2,67.5,RPE 9
785,2026-01-10,Dominadas lastradas,5,8,108.0,Normal
786,2025-12-29,Fondos lastrados,3,2,77.0,Pesado
787,2025-12-29,Elevaciones laterales,1,1,115.0,Buena técnica
788,2026-07-04,Elevaciones laterales,5,14,12.0,Fallo cerca
789,2025-11-10,Press militar,2,10,89.0,Buena técnica
790,2025-12-25,Peso muerto,1,2,22.5,Fallo cerca
791,2026-02-09,Fondos lastrados,2,5,86.0,RPE 8
792,2026-03-22,Peso muerto,1,12,81.0,Fácil
793,2025-10-29,Dominadas lastradas,3,14,115.0,Buena técnica
794,2025-08-06,Sentadilla,5,6,106.5,Normal
795,2026-02-06,Dominadas lastradas,4,15,58.5,RPE 9
796,2026-04-29,Press de banca,2,9,100.5,Pesado
797,2026-02-20,Hip thrust,4,8,90.5,Fallo cerca
798,2026-03-12,Press militar,4,15,119.5,RPE 8
799,2025-08-30,Curl de bíceps,2,5,31.0,RPE 9
800,2025-12-12,Sentadilla,3,9,27.5,Fácil
801,2025-09-25,Curl de bíceps,2,9,77.0,Fácil
802,2026-07-14,Remo con barra,1,15,31.0,RPE 9
803,2026-04-08,Sentadilla,2,13,119.0,RPE 9
804,2026-07-14,Sentadilla,5,12,52.5,RPE 9
805,2026-06-07,Press militar,2,3,134.0,Normal
806,2026-02-19,Press militar,3,14,105.0,Fácil
807,2026-01-12,Sentadilla,4,4,135.0,RPE 8
808,2026-03-12,Press de banca,4,5,18.5,Normal
809,2025-08-21,Sentadilla,2,14,15.5,Fácil
810,2026-05-20,Elevaciones laterales,2,5,107.0,Buen estímulo
811,2025-12-09,Curl de bíceps,1,8,19.5,Fallo cerca
812,2026-03-17,Sentadilla,2,2,31.0,RPE 9
813,2026-07-09,Hip thrust,2,10,31.0,Fallo cerca
814,2025-07-25,Press francés,1,10,30.5,Normal
815,2025-08-20,Dominadas lastradas,1,7,139.0,Pesado
816,2026-06-12,Sentadilla búlgara,3,8,131.5,RPE 8
817,2026-01-10,Dominadas lastradas,1,12,110.0,Normal
818,2026-03-08,Dominadas lastradas,2,5,84.5,Fallo cerca
819,2026-01-21,Sentadilla búlgara,5,10,125.5,RPE 8
820,2026-02-06,Press militar,5,6,25.5,RPE 8
821,2025-11-13,Sentadilla,4,8,126.0,RPE 8
822,2026-03-25,Hip thrust,2,5,47.5,Fallo cerca
823,2025-10-01,Press militar,3,8,133.0,Buen estímulo
824,2026-03-30,Press de banca,4,4,74.5,Buena técnica
825,2025-09-19,Sentadilla,4,14,122.0,Pesado
826,2025-09-22,Peso muerto,5,1,106.0,RPE 8
827,2026-01-10,Remo con barra,3,9,61.5,Fallo cerca
828,2025-11-07,Sentadilla búlgara,1,12,100.5,Pesado
829,2025-11-01,Remo con barra,4,3,97.0,Fácil
830,2025-11-26,Dominadas lastradas,3,7,110.5,Normal
831,2025-12-04,Dominadas lastradas,5,4,64.0,Fallo cerca
832,2025-12-15,Press francés,1,2,65.0,Fallo cerca
833,2026-01-27,Press militar,3,6,21.5,RPE 8
834,2025-08-11,Press militar,2,15,125.5,RPE 9
835,2026-05-26,Peso muerto,3,1,133.5,Pesado
836,2026-05-24,Sentadilla,2,1,145.0,RPE 8
837,2026-02-04,Press francés,4,6,68.5,Buen estímulo
838,2026-02-01,Press de banca,5,4,39.5,Fallo cerca
839,2026-02-22,Press militar,2,4,49.5,Pesado
840,2026-03-30,Press militar,4,2,14.0,RPE 9
841,2025-11-02,Hip thrust,4,12,104.0,Buena técnica
842,2025-08-15,Fondos lastrados,5,15,97.0,Fallo cerca
843,2025-07-21,Peso muerto,5,13,19.5,RPE 8
844,2026-06-14,Press francés,3,6,65.5,RPE 8
845,2025-10-15,Press francés,5,11,139.5,Pesado
846,2026-02-12,Press militar,3,8,54.5,Pesado
847,2025-12-25,Press de banca,5,6,55.5,Normal
848,2025-10-20,Press de banca,1,12,114.5,Fácil
849,2026-01-21,Hip thrust,1,7,144.5,RPE 8
850,2026-04-22,Fondos lastrados,3,14,103.0,Pesado
851,2026-01-22,Press francés,3,12,49.5,RPE 9
852,2025-10-10,Dominadas lastradas,1,7,16.5,RPE 8
853,2025-09-01,Press francés,4,4,125.5,Buena técnica
854,2025-12-13,Press militar,4,10,98.5,Buen estímulo
855,2026-02-09,Peso muerto,3,3,14.0,RPE 9
856,2025-10-11,Sentadilla búlgara,1,8,36.0,Pesado
857,2026-05-09,Press francés,2,6,29.0,Fácil
858,2026-02-13,Press militar,2,8,16.0,Fácil
859,2025-08-17,Press francés,4,8,101.0,RPE 8
860,2025-11-01,Curl de bíceps,5,9,119.5,Buen estímulo
861,2026-02-04,Curl de bíceps,1,3,42.5,Buen estímulo
862,2025-09-17,Peso muerto,5,15,39.5,RPE 8
863,2026-06-05,Dominadas lastradas,1,11,78.0,RPE 9
864,2026-05-30,Hip thrust,5,10,58.0,Buen estímulo
865,2025-07-27,Elevaciones laterales,2,7,91.5,RPE 9
866,2026-03-21,Sentadilla,1,5,93.5,Buena técnica
867,2025-07-28,Press militar,4,14,49.0,Fácil
868,2026-06-03,Curl de bíceps,4,10,57.5,Fácil
869,2025-09-18,Sentadilla,3,3,111.0,Buen estímulo
870,2025-11-13,Sentadilla búlgara,2,5,35.0,RPE 9
871,2025-08-06,Dominadas lastradas,3,14,103.0,Fallo cerca
872,2025-10-05,Sentadilla búlgara,5,9,117.0,Fallo cerca
873,2026-07-13,Peso muerto,5,1,130.0,Fallo cerca
874,2026-06-20,Press militar,4,15,104.5,Fácil
875,2026-03-06,Sentadilla,3,7,81.5,Buena técnica
876,2025-11-09,Dominadas lastradas,2,6,26.5,Fácil
877,2026-02-21,Elevaciones laterales,1,2,31.5,RPE 8
878,2026-03-13,Press francés,5,1,86.0,Pesado
879,2025-11-05,Curl de bíceps,2,7,74.5,Fácil
880,2025-10-25,Sentadilla,3,9,88.5,Fácil
881,2026-04-22,Elevaciones laterales,3,9,48.0,RPE 8
882,2025-11-08,Remo con barra,3,8,41.5,RPE 9
883,2026-02-17,Sentadilla,2,14,116.0,RPE 8
884,2026-06-09,Sentadilla búlgara,5,2,43.0,Buena técnica
885,2026-07-18,Sentadilla búlgara,2,4,91.0,Fácil
886,2025-09-28,Peso muerto,1,15,69.0,Fallo cerca
887,2026-03-16,Press francés,3,3,23.5,Fácil
888,2026-01-24,Press francés,2,13,37.0,Pesado
889,2025-11-27,Remo con barra,1,8,31.0,Fallo cerca
890,2025-10-31,Sentadilla búlgara,2,11,146.5,RPE 9
891,2026-01-26,Hip thrust,4,13,35.0,RPE 8
892,2025-10-30,Sentadilla,1,14,25.0,Normal
893,2025-11-18,Hip thrust,1,2,53.0,Fácil
894,2026-03-04,Curl de bíceps,3,6,104.0,RPE 8
895,2025-07-24,Sentadilla búlgara,4,15,61.5,RPE 9
896,2025-09-04,Curl de bíceps,1,15,50.0,Pesado
897,2026-03-14,Press de banca,3,9,83.0,Buen estímulo
898,2026-03-18,Press militar,1,7,71.5,RPE 8
899,2025-08-30,Elevaciones laterales,4,8,79.0,Normal
900,2026-07-15,Hip thrust,3,13,88.5,Fácil
901,2026-06-23,Fondos lastrados,5,13,59.0,RPE 8
902,2026-04-06,Remo con barra,4,2,118.5,Fallo cerca
903,2025-11-01,Press de banca,1,12,111.5,RPE 8
904,2026-02-21,Dominadas lastradas,2,3,96.5,Fácil
905,2025-12-08,Press militar,4,15,21.0,Pesado
906,2025-07-30,Curl de bíceps,5,6,101.0,Fallo cerca
907,2026-03-27,Curl de bíceps,3,5,142.5,RPE 8
908,2026-06-05,Sentadilla búlgara,1,3,85.5,Normal
909,2025-08-20,Remo con barra,4,13,30.0,RPE 9
